timestamp,vessel_id,vessel_size_teu,berth_id,vessel_type,eta_timestamp,ata_timestamp,departure_timestamp,vessel_status,containers_to_discharge,containers_to_load,discharge_rate_cph,cranes_assigned,yard_congestion_level,customs_hold_flag,weather_delay_factor,operations_active,remaining_containers
2024-01-01 05:30:00,VSL_0037,1539,BERTH_04,PANAMAX,2024-01-01 08:00:00,2024-01-01 09:06:39.002724,2024-01-02 04:24:14.740804,incoming,560,568,87,3,0.22912100436279817,0,0.19208290565113317,0,1128
2024-01-01 05:45:00,VSL_0032,14668,BERTH_07,ULCV,2024-01-01 09:00:00,2024-01-01 11:46:21.137470,2024-01-04 15:31:35.242821,incoming,5435,4775,206,6,0.23880049589429828,0,0.15315334192313657,0,10210
2024-01-01 05:45:00,VSL_0033,517,BERTH_08,FEEDER,2024-01-01 10:30:00,2024-01-01 14:24:30.779762,2024-01-01 22:03:27.767000,incoming,166,159,30,1,0.22308021100046704,1,0.045366796142886426,0,325
2024-01-01 05:45:00,VSL_0037,1539,BERTH_04,PANAMAX,2024-01-01 08:00:00,2024-01-01 09:06:39.002724,2024-01-02 04:24:14.740804,incoming,560,568,87,3,0.11204004743584162,0,0.15168120040902927,0,1128
2024-01-01 06:00:00,VSL_0032,14668,BERTH_07,ULCV,2024-01-01 09:00:00,2024-01-01 11:46:21.137470,2024-01-04 15:31:35.242821,incoming,5435,4775,206,6,0.20974137174744623,0,0.11056632774986118,0,10210
2024-01-01 06:00:00,VSL_0033,517,BERTH_08,FEEDER,2024-01-01 10:30:00,2024-01-01 14:24:30.779762,2024-01-01 22:03:27.767000,incoming,166,159,30,1,0.4007875517173771,1,0.05347121344000218,0,325
2024-01-01 06:00:00,VSL_0037,1539,BERTH_04,PANAMAX,2024-01-01 08:00:00,2024-01-01 09:06:39.002724,2024-01-02 04:24:14.740804,incoming,560,568,87,3,0.13607117271448754,0,0.11822381064190036,0,1128
2024-01-01 06:15:00,VSL_0032,14668,BERTH_07,ULCV,2024-01-01 09:00:00,2024-01-01 11:46:21.137470,2024-01-04 15:31:35.242821,incoming,5435,4775,206,6,0.2393434247166859,0,0.07535081178279456,0,10210
2024-01-01 06:15:00,VSL_0033,517,BERTH_08,FEEDER,2024-01-01 10:30:00,2024-01-01 14:24:30.779762,2024-01-01 22:03:27.767000,incoming,166,159,30,1,0.33547542379117895,1,0.06239956898149597,0,325
2024-01-01 06:15:00,VSL_0037,1539,BERTH_04,PANAMAX,2024-01-01 08:00:00,2024-01-01 09:06:39.002724,2024-01-02 04:24:14.740804,incoming,560,568,87,3,0.2758757060358952,0,0.1374290721658808,0,1128
2024-01-01 06:30:00,VSL_0032,14668,BERTH_07,ULCV,2024-01-01 09:00:00,2024-01-01 11:46:21.137470,2024-01-04 15:31:35.242821,incoming,5435,4775,206,6,0.24460128500137465,0,0.10265231912930362,0,10210
2024-01-01 06:30:00,VSL_0033,517,BERTH_08,FEEDER,2024-01-01 10:30:00,2024-01-01 14:24:30.779762,2024-01-01 22:03:27.767000,incoming,166,159,30,1,0.3931252186695078,1,0.0,0,325
2024-01-01 06:30:00,VSL_0037,1539,BERTH_04,PANAMAX,2024-01-01 08:00:00,2024-01-01 09:06:39.002724,2024-01-02 04:24:14.740804,incoming,560,568,87,3,0.12360590231767801,0,0.1263624483853733,0,1128
2024-01-01 06:45:00,VSL_0032,14668,BERTH_07,ULCV,2024-01-01 09:00:00,2024-01-01 11:46:21.137470,2024-01-04 15:31:35.242821,incoming,5435,4775,206,6,0.2445631324520163,0,0.08728924711599581,0,10210
2024-01-01 06:45:00,VSL_0033,517,BERTH_08,FEEDER,2024-01-01 10:30:00,2024-01-01 14:24:30.779762,2024-01-01 22:03:27.767000,incoming,166,159,30,1,0.2195625629339022,1,0.06106974339827943,0,325
2024-01-01 06:45:00,VSL_0037,1539,BERTH_04,PANAMAX,2024-01-01 08:00:00,2024-01-01 09:06:39.002724,2024-01-02 04:24:14.740804,incoming,560,568,87,3,0.20295633303645644,0,0.17459695821184074,0,1128
2024-01-01 07:00:00,VSL_0032,14668,BERTH_07,ULCV,2024-01-01 09:00:00,2024-01-01 11:46:21.137470,2024-01-04 15:31:35.242821,incoming,5435,4775,206,6,0.10947510826607762,0,0.06831104885272024,0,10210
2024-01-01 07:00:00,VSL_0033,517,BERTH_08,FEEDER,2024-01-01 10:30:00,2024-01-01 14:24:30.779762,2024-01-01 22:03:27.767000,incoming,166,159,30,1,0.2400384949183763,1,0.04912964021760438,0,325
2024-01-01 07:00:00,VSL_0037,1539,BERTH_04,PANAMAX,2024-01-01 08:00:00,2024-01-01 09:06:39.002724,2024-01-02 04:24:14.740804,incoming,560,568,87,3,0.12255838447009601,0,0.18864176670908483,0,1128
2024-01-01 07:15:00,VSL_0032,14668,BERTH_07,ULCV,2024-01-01 09:00:00,2024-01-01 11:46:21.137470,2024-01-04 15:31:35.242821,incoming,5435,4775,206,6,0.2051044239775952,0,0.15318900990623535,0,10210
2024-01-01 07:15:00,VSL_0033,517,BERTH_08,FEEDER,2024-01-01 10:30:00,2024-01-01 14:24:30.779762,2024-01-01 22:03:27.767000,incoming,166,159,30,1,0.22498802248469857,1,0.06733254352769964,0,325
2024-01-01 07:15:00,VSL_0037,1539,BERTH_04,PANAMAX,2024-01-01 08:00:00,2024-01-01 09:06:39.002724,2024-01-02 04:24:14.740804,incoming,560,568,87,3,0.0804287104803637,0,0.15157553608892754,0,1128
2024-01-01 07:30:00,VSL_0032,14668,BERTH_07,ULCV,2024-01-01 09:00:00,2024-01-01 11:46:21.137470,2024-01-04 15:31:35.242821,incoming,5435,4775,206,6,0.2661976360410122,0,0.11049514450915582,0,10210
2024-01-01 07:30:00,VSL_0033,517,BERTH_08,FEEDER,2024-01-01 10:30:00,2024-01-01 14:24:30.779762,2024-01-01 22:03:27.767000,incoming,166,159,30,1,0.4002147881560266,1,0.04872246072022175,0,325
2024-01-01 07:30:00,VSL_0037,1539,BERTH_04,PANAMAX,2024-01-01 08:00:00,2024-01-01 09:06:39.002724,2024-01-02 04:24:14.740804,incoming,560,568,87,3,0.25517691990619423,0,0.12527008921262284,0,1128
2024-01-01 07:45:00,VSL_0032,14668,BERTH_07,ULCV,2024-01-01 09:00:00,2024-01-01 11:46:21.137470,2024-01-04 15:31:35.242821,incoming,5435,4775,206,6,0.1605432067855989,0,0.10375529233724932,0,10210
2024-01-01 07:45:00,VSL_0033,517,BERTH_08,FEEDER,2024-01-01 10:30:00,2024-01-01 14:24:30.779762,2024-01-01 22:03:27.767000,incoming,166,159,30,1,0.27869678913521784,1,0.06812033536321767,0,325
2024-01-01 07:45:00,VSL_0037,1539,BERTH_04,PANAMAX,2024-01-01 08:00:00,2024-01-01 09:06:39.002724,2024-01-02 04:24:14.740804,incoming,560,568,87,3,0.2042523924099629,0,0.13395085512774008,0,1128
2024-01-01 08:00:00,VSL_0032,14668,BERTH_07,ULCV,2024-01-01 09:00:00,2024-01-01 11:46:21.137470,2024-01-04 15:31:35.242821,incoming,5435,4775,206,6,0.2468583780719517,0,0.10743461252691,0,10210
2024-01-01 08:00:00,VSL_0033,517,BERTH_08,FEEDER,2024-01-01 10:30:00,2024-01-01 14:24:30.779762,2024-01-01 22:03:27.767000,incoming,166,159,30,1,0.27801799378345815,1,0.0039605053151625415,0,325
2024-01-01 08:00:00,VSL_0037,1539,BERTH_04,PANAMAX,2024-01-01 08:00:00,2024-01-01 09:06:39.002724,2024-01-02 04:24:14.740804,incoming,560,568,87,3,0.22990442956830576,0,0.1272906557729473,0,1128
2024-01-01 08:15:00,VSL_0032,14668,BERTH_07,ULCV,2024-01-01 09:00:00,2024-01-01 11:46:21.137470,2024-01-04 15:31:35.242821,incoming,5435,4775,206,6,0.18037826863117,0,0.09745788067908857,0,10210
2024-01-01 08:15:00,VSL_0033,517,BERTH_08,FEEDER,2024-01-01 10:30:00,2024-01-01 14:24:30.779762,2024-01-01 22:03:27.767000,incoming,166,159,30,1,0.3736583384460005,1,0.0373454943801723,0,325
2024-01-01 08:15:00,VSL_0037,1539,BERTH_04,PANAMAX,2024-01-01 08:00:00,2024-01-01 09:06:39.002724,2024-01-02 04:24:14.740804,incoming,560,568,87,3,0.08496715334384576,0,0.19671554836055705,0,1128
2024-01-01 08:30:00,VSL_0032,14668,BERTH_07,ULCV,2024-01-01 09:00:00,2024-01-01 11:46:21.137470,2024-01-04 15:31:35.242821,incoming,5435,4775,206,6,0.30304061655204056,0,0.15970796987974895,0,10210
2024-01-01 08:30:00,VSL_0033,517,BERTH_08,FEEDER,2024-01-01 10:30:00,2024-01-01 14:24:30.779762,2024-01-01 22:03:27.767000,incoming,166,159,30,1,0.26716686030551706,1,0.027731162352625228,0,325
2024-01-01 08:30:00,VSL_0037,1539,BERTH_04,PANAMAX,2024-01-01 08:00:00,2024-01-01 09:06:39.002724,2024-01-02 04:24:14.740804,incoming,560,568,87,3,0.19367748719766417,0,0.11838970820291349,0,1128
2024-01-01 08:45:00,VSL_0032,14668,BERTH_07,ULCV,2024-01-01 09:00:00,2024-01-01 11:46:21.137470,2024-01-04 15:31:35.242821,incoming,5435,4775,206,6,0.12554349024265812,0,0.13172770581505827,0,10210
2024-01-01 08:45:00,VSL_0033,517,BERTH_08,FEEDER,2024-01-01 10:30:00,2024-01-01 14:24:30.779762,2024-01-01 22:03:27.767000,incoming,166,159,30,1,0.3985256897179491,1,0.06290567128946219,0,325
2024-01-01 08:45:00,VSL_0037,1539,BERTH_04,PANAMAX,2024-01-01 08:00:00,2024-01-01 09:06:39.002724,2024-01-02 04:24:14.740804,incoming,560,568,87,3,0.24218339792623966,0,0.12745385087016065,0,1128
2024-01-01 09:00:00,VSL_0032,14668,BERTH_07,ULCV,2024-01-01 09:00:00,2024-01-01 11:46:21.137470,2024-01-04 15:31:35.242821,incoming,5435,4775,206,6,0.2170522730759346,0,0.11489920452867315,0,10210
2024-01-01 09:00:00,VSL_0033,517,BERTH_08,FEEDER,2024-01-01 10:30:00,2024-01-01 14:24:30.779762,2024-01-01 22:03:27.767000,incoming,166,159,30,1,0.32826782707182767,1,0.0,0,325
2024-01-01 09:00:00,VSL_0037,1539,BERTH_04,PANAMAX,2024-01-01 08:00:00,2024-01-01 09:06:39.002724,2024-01-02 04:24:14.740804,incoming,560,568,87,3,0.18337925249034814,0,0.17112159309866376,0,1128
2024-01-01 09:15:00,VSL_0032,14668,BERTH_07,ULCV,2024-01-01 09:00:00,2024-01-01 11:46:21.137470,2024-01-04 15:31:35.242821,incoming,5435,4775,206,6,0.29689314315637266,0,0.15015925627909144,0,10210
2024-01-01 09:15:00,VSL_0033,517,BERTH_08,FEEDER,2024-01-01 10:30:00,2024-01-01 14:24:30.779762,2024-01-01 22:03:27.767000,incoming,166,159,30,1,0.34879342750913805,1,0.002692027891336452,0,325
2024-01-01 09:15:00,VSL_0037,1539,BERTH_04,PANAMAX,2024-01-01 08:00:00,2024-01-01 09:06:39.002724,2024-01-02 04:24:14.740804,berthed,560,568,87,3,0.20556048262055512,0,0.15210854979012095,1,1116
2024-01-01 09:30:00,VSL_0032,14668,BERTH_07,ULCV,2024-01-01 09:00:00,2024-01-01 11:46:21.137470,2024-01-04 15:31:35.242821,incoming,5435,4775,206,6,0.16059868354723134,0,0.12404044614682319,0,10210
2024-01-01 09:30:00,VSL_0033,517,BERTH_08,FEEDER,2024-01-01 10:30:00,2024-01-01 14:24:30.779762,2024-01-01 22:03:27.767000,incoming,166,159,30,1,0.3792528529954947,1,0.037165351855878895,0,325
2024-01-01 09:30:00,VSL_0037,1539,BERTH_04,PANAMAX,2024-01-01 08:00:00,2024-01-01 09:06:39.002724,2024-01-02 04:24:14.740804,berthed,560,568,87,3,0.19387407362878967,0,0.13244754929610073,1,1083
2024-01-01 09:30:00,VSL_0061,6644,BERTH_02,POST_PANAMAX,2024-01-01 15:30:00,2024-01-01 20:29:31.952971,2024-01-03 03:39:36.202192,incoming,2291,1911,101,3,0.3921403211273735,0,0.11330526735011233,0,4202
2024-01-01 09:45:00,VSL_0032,14668,BERTH_07,ULCV,2024-01-01 09:00:00,2024-01-01 11:46:21.137470,2024-01-04 15:31:35.242821,incoming,5435,4775,206,6,0.15626070583178403,0,0.13844847505145633,0,10210
2024-01-01 09:45:00,VSL_0033,517,BERTH_08,FEEDER,2024-01-01 10:30:00,2024-01-01 14:24:30.779762,2024-01-01 22:03:27.767000,incoming,166,159,30,1,0.2399621068503866,1,0.0721170186078351,0,325
2024-01-01 09:45:00,VSL_0037,1539,BERTH_04,PANAMAX,2024-01-01 08:00:00,2024-01-01 09:06:39.002724,2024-01-02 04:24:14.740804,berthed,560,568,87,3,0.11265607917131427,0,0.1570337472496398,1,1028
2024-01-01 09:45:00,VSL_0061,6644,BERTH_02,POST_PANAMAX,2024-01-01 15:30:00,2024-01-01 20:29:31.952971,2024-01-03 03:39:36.202192,incoming,2291,1911,101,3,0.35103001203302103,0,0.05685504696659009,0,4202
2024-01-01 10:00:00,VSL_0032,14668,BERTH_07,ULCV,2024-01-01 09:00:00,2024-01-01 11:46:21.137470,2024-01-04 15:31:35.242821,incoming,5435,4775,206,6,0.11338815558270479,0,0.08684157863167699,0,10210
2024-01-01 10:00:00,VSL_0033,517,BERTH_08,FEEDER,2024-01-01 10:30:00,2024-01-01 14:24:30.779762,2024-01-01 22:03:27.767000,incoming,166,159,30,1,0.3571285986889882,1,0.0167251119248092,0,325
2024-01-01 10:00:00,VSL_0037,1539,BERTH_04,PANAMAX,2024-01-01 08:00:00,2024-01-01 09:06:39.002724,2024-01-02 04:24:14.740804,berthed,560,568,87,3,0.12315680189708612,0,0.1543780144893332,1,951
2024-01-01 10:00:00,VSL_0061,6644,BERTH_02,POST_PANAMAX,2024-01-01 15:30:00,2024-01-01 20:29:31.952971,2024-01-03 03:39:36.202192,incoming,2291,1911,101,3,0.3504235258813594,0,0.1378803289611621,0,4202
2024-01-01 10:15:00,VSL_0032,14668,BERTH_07,ULCV,2024-01-01 09:00:00,2024-01-01 11:46:21.137470,2024-01-04 15:31:35.242821,incoming,5435,4775,206,6,0.18847274840399997,0,0.08920170773438955,0,10210
2024-01-01 10:15:00,VSL_0033,517,BERTH_08,FEEDER,2024-01-01 10:30:00,2024-01-01 14:24:30.779762,2024-01-01 22:03:27.767000,incoming,166,159,30,1,0.2188066465622454,1,0.0028892530928762046,0,325
2024-01-01 10:15:00,VSL_0037,1539,BERTH_04,PANAMAX,2024-01-01 08:00:00,2024-01-01 09:06:39.002724,2024-01-02 04:24:14.740804,berthed,560,568,87,3,0.26228228638223955,0,0.16296981436535413,1,852
2024-01-01 10:15:00,VSL_0061,6644,BERTH_02,POST_PANAMAX,2024-01-01 15:30:00,2024-01-01 20:29:31.952971,2024-01-03 03:39:36.202192,incoming,2291,1911,101,3,0.3279169239167051,0,0.13550328553799024,0,4202
2024-01-01 10:30:00,VSL_0032,14668,BERTH_07,ULCV,2024-01-01 09:00:00,2024-01-01 11:46:21.137470,2024-01-04 15:31:35.242821,incoming,5435,4775,206,6,0.2319481543633499,0,0.15337304986543257,0,10210
2024-01-01 10:30:00,VSL_0033,517,BERTH_08,FEEDER,2024-01-01 10:30:00,2024-01-01 14:24:30.779762,2024-01-01 22:03:27.767000,incoming,166,159,30,1,0.24873852954907077,1,0.007307749490671197,0,325
2024-01-01 10:30:00,VSL_0037,1539,BERTH_04,PANAMAX,2024-01-01 08:00:00,2024-01-01 09:06:39.002724,2024-01-02 04:24:14.740804,berthed,560,568,87,3,0.19031327913354176,0,0.14160122062433111,1,732
2024-01-01 10:30:00,VSL_0061,6644,BERTH_02,POST_PANAMAX,2024-01-01 15:30:00,2024-01-01 20:29:31.952971,2024-01-03 03:39:36.202192,incoming,2291,1911,101,3,0.43435444337757023,0,0.10899438400681823,0,4202
2024-01-01 10:45:00,VSL_0032,14668,BERTH_07,ULCV,2024-01-01 09:00:00,2024-01-01 11:46:21.137470,2024-01-04 15:31:35.242821,incoming,5435,4775,206,6,0.10730323995648175,0,0.0889685104379284,0,10210
2024-01-01 10:45:00,VSL_0033,517,BERTH_08,FEEDER,2024-01-01 10:30:00,2024-01-01 14:24:30.779762,2024-01-01 22:03:27.767000,incoming,166,159,30,1,0.3320845851285885,1,0.00971290937403239,0,325
2024-01-01 10:45:00,VSL_0037,1539,BERTH_04,PANAMAX,2024-01-01 08:00:00,2024-01-01 09:06:39.002724,2024-01-02 04:24:14.740804,berthed,560,568,87,3,0.23547518691698102,0,0.16757527295076075,1,590
2024-01-01 10:45:00,VSL_0061,6644,BERTH_02,POST_PANAMAX,2024-01-01 15:30:00,2024-01-01 20:29:31.952971,2024-01-03 03:39:36.202192,incoming,2291,1911,101,3,0.4338347611696737,0,0.14101441874322085,0,4202
2024-01-01 11:00:00,VSL_0032,14668,BERTH_07,ULCV,2024-01-01 09:00:00,2024-01-01 11:46:21.137470,2024-01-04 15:31:35.242821,incoming,5435,4775,206,6,0.17612819324848927,0,0.1342454815003594,0,10210
2024-01-01 11:00:00,VSL_0033,517,BERTH_08,FEEDER,2024-01-01 10:30:00,2024-01-01 14:24:30.779762,2024-01-01 22:03:27.767000,incoming,166,159,30,1,0.3660406482927772,1,0.011848956699993734,0,325
2024-01-01 11:00:00,VSL_0037,1539,BERTH_04,PANAMAX,2024-01-01 08:00:00,2024-01-01 09:06:39.002724,2024-01-02 04:24:14.740804,berthed,560,568,87,3,0.1333857081146586,0,0.16072218654893308,1,426
2024-01-01 11:00:00,VSL_0061,6644,BERTH_02,POST_PANAMAX,2024-01-01 15:30:00,2024-01-01 20:29:31.952971,2024-01-03 03:39:36.202192,incoming,2291,1911,101,3,0.44640348921967554,0,0.1353995728683624,0,4202
2024-01-01 11:15:00,VSL_0032,14668,BERTH_07,ULCV,2024-01-01 09:00:00,2024-01-01 11:46:21.137470,2024-01-04 15:31:35.242821,incoming,5435,4775,206,6,0.2581046619690387,0,0.16349636055279257,0,10210
2024-01-01 11:15:00,VSL_0033,517,BERTH_08,FEEDER,2024-01-01 10:30:00,2024-01-01 14:24:30.779762,2024-01-01 22:03:27.767000,incoming,166,159,30,1,0.34432123730983555,1,0.014917773915046912,0,325
2024-01-01 11:15:00,VSL_0037,1539,BERTH_04,PANAMAX,2024-01-01 08:00:00,2024-01-01 09:06:39.002724,2024-01-02 04:24:14.740804,berthed,560,568,87,3,0.2748328125647525,0,0.14333846879097567,1,240
2024-01-01 11:15:00,VSL_0061,6644,BERTH_02,POST_PANAMAX,2024-01-01 15:30:00,2024-01-01 20:29:31.952971,2024-01-03 03:39:36.202192,incoming,2291,1911,101,3,0.31000653410129325,0,0.13787456838875564,0,4202
2024-01-01 11:30:00,VSL_0032,14668,BERTH_07,ULCV,2024-01-01 09:00:00,2024-01-01 11:46:21.137470,2024-01-04 15:31:35.242821,incoming,5435,4775,206,6,0.2958892822227386,0,0.10116026985849427,0,10210
2024-01-01 11:30:00,VSL_0033,517,BERTH_08,FEEDER,2024-01-01 10:30:00,2024-01-01 14:24:30.779762,2024-01-01 22:03:27.767000,incoming,166,159,30,1,0.2585267172931519,1,0.036674857706227235,0,325
2024-01-01 11:30:00,VSL_0037,1539,BERTH_04,PANAMAX,2024-01-01 08:00:00,2024-01-01 09:06:39.002724,2024-01-02 04:24:14.740804,berthed,560,568,87,3,0.2762198480713958,0,0.1840173276377546,1,33
2024-01-01 11:30:00,VSL_0061,6644,BERTH_02,POST_PANAMAX,2024-01-01 15:30:00,2024-01-01 20:29:31.952971,2024-01-03 03:39:36.202192,incoming,2291,1911,101,3,0.27162308982054806,0,0.08118583816437017,0,4202
2024-01-01 11:45:00,VSL_0032,14668,BERTH_07,ULCV,2024-01-01 09:00:00,2024-01-01 11:46:21.137470,2024-01-04 15:31:35.242821,incoming,5435,4775,206,6,0.12412926021039258,0,0.1248693646306482,0,10210
2024-01-01 11:45:00,VSL_0033,517,BERTH_08,FEEDER,2024-01-01 10:30:00,2024-01-01 14:24:30.779762,2024-01-01 22:03:27.767000,incoming,166,159,30,1,0.3494133738660279,1,0.05005891585483187,0,325
2024-01-01 11:45:00,VSL_0037,1539,BERTH_04,PANAMAX,2024-01-01 08:00:00,2024-01-01 09:06:39.002724,2024-01-02 04:24:14.740804,berthed,560,568,87,3,0.22988872818634712,0,0.10057416344890113,1,0
